X.1,X,YR,STATIONID,DEPTH_SSTA,MO_DAY_YR,STAT_ZONE,TOW_NO,DECSLAT,DECSLON,MESH_SIZE,MIN_FISH,BOT_TYPE,BOT_REG,ENVREC_STATIONID,TEMPSURF,TEMPMID,TEMPMAX,SALSURF,SALMID,SALMAX,CHLORSURF,CHLORMID,CHLORMAX,OXYSURF,OXYMID,OXYMAX,TURBSURF,TURBMID,TURBMAX,GENUS_BGS,SPEC_BGS,SumOfCNTEXP,rscpue,bathymetry,rugosity,date,month,day,optional,PLATFORM_COUNT,Sum_Length,carbonate.pcnt,gravel.prct,mud.prct,oyst.prct,rock.prct,sand.prct,optional.1,n.art.reef,art.reef.dis
4025,3779,1994,64445,36.6,10/20/1994 0:00,19,1,28.16,-95.8,1.63,60,,S,64445,25.56,26.18,26.49,31.29,33.34,34.2,0.64,NA,NA,6.6,7.5,7.7,52.96,44.65,46.2,LUTJANU,CAMPEC,53,0.88,-36,0.5,10/20/1994,10,20,TRUE,0,6.449969238,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4026,3780,1994,64446,40.2,10/20/1994 0:00,19,1,28.11,-95.78,1.63,60,,S,64446,26.3,26.77,26.83,33.43,35.19,35.9,0.43,NA,NA,8.2,8,7.7,55.79,60.64,53.08,LUTJANU,CAMPEC,58,0.96,-40,0.5,10/20/1994,10,20,TRUE,0,6.936517684,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4027,3781,1994,64447,32.9,10/20/1994 0:00,19,1,28.1,-96.06,1.63,15,,S,64447,26.52,26.39,26.52,33.88,33.92,34.15,0.31,NA,NA,8,8.1,7.7,54.9,54.19,39.01,LUTJANU,CAMPEC,57,3.8,-34,0.375,10/20/1994,10,20,TRUE,0,0,0,0,8,NA,0,90,TRUE,0,1.832363951
4028,3782,1994,64448,40.2,10/20/1994 0:00,19,1,28.1,-95.78,1.63,60,,S,64448,25.98,26.41,26.78,32.54,34,35.79,0.41,NA,NA,7.3,7.8,7.3,52.78,55.17,43.3,LUTJANU,CAMPEC,36,0.6,-41,0.5,10/20/1994,10,20,TRUE,0,9.711124757,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4029,3783,1994,64450,36.6,10/20/1994 0:00,19,1,28.2,-95.64,1.63,60,,S,64450,26.72,26.78,26.78,29.87,35.03,35.53,0.21,NA,NA,4,7.6,7.4,53.82,57.81,37.01,LUTJANU,CAMPEC,65,1.08,-37,0.5,10/20/1994,10,20,TRUE,1,0.002899286,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4030,3783,1994,64450,36.6,10/20/1994 0:00,19,1,28.2,-95.64,1.63,60,,S,64450,26.72,26.78,26.78,29.87,35.03,35.53,0.21,NA,NA,4,7.6,7.4,53.82,57.81,37.01,LUTJANU,CAMPEC,65,1.08,-37,0.5,10/20/1994,10,20,TRUE,1,0.002899286,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4031,3783,1994,64450,36.6,10/20/1994 0:00,19,1,28.2,-95.64,1.63,60,,S,64450,26.72,26.78,26.78,29.87,35.03,35.53,0.21,NA,NA,4,7.6,7.4,53.82,57.81,37.01,LUTJANU,CAMPEC,65,1.08,-37,0.5,10/20/1994,10,20,TRUE,1,0.002899286,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4032,3783,1994,64450,36.6,10/20/1994 0:00,19,1,28.2,-95.64,1.63,60,,S,64450,26.72,26.78,26.78,29.87,35.03,35.53,0.21,NA,NA,4,7.6,7.4,53.82,57.81,37.01,LUTJANU,CAMPEC,65,1.08,-37,0.5,10/20/1994,10,20,TRUE,1,0.002899286,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4033,3784,1994,64451,64,10/20/1994 0:00,20,1,27.97,-95.36,1.63,48,,S,64451,27.23,26.87,23.56,34.05,35.52,36.83,0.16,NA,NA,8,7.9,7.3,60.92,60.99,55.79,LUTJANU,CAMPEC,2,0.04,-64,1.5,10/20/1994,10,20,TRUE,0,0,44.20000076,33,21,NA,0,45,TRUE,0,1.832363951
4034,3785,1994,64453,91.4,10/20/1994 0:00,20,1,27.83,-95.43,1.63,41,,S,64453,27.02,26.68,19.34,33.59,35.94,36.31,0.63,NA,NA,8.1,7.2,4.4,59.9,55.67,48.05,,,NA,0,-96,3.75,10/20/1994,10,20,TRUE,0,0,47.70000076,33,21,NA,0,45,TRUE,0,1.832363951
4035,3786,1994,64454,91.4,10/20/1994 0:00,20,1,27.76,-95.59,1.63,17,,S,64454,26.71,26.83,19.44,33.43,35.87,36.39,0.14,NA,NA,8.1,7.4,4.6,59.24,60.67,49.56,,,NA,0,-94,3.5,10/20/1994,10,20,TRUE,0,0,0,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4036,3787,1994,64455,54.9,10/21/1994 0:00,20,1,27.98,-95.56,1.63,60,,S,64455,26.85,26.84,26.73,34.59,35.6,35.79,NA,NA,NA,7.6,7.5,7.3,60.45,59.49,50.6,LUTJANU,CAMPEC,55,0.91,-54,1.125,10/21/1994,10,21,TRUE,0,0,63.59999847,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4037,3787,1994,64455,54.9,10/21/1994 0:00,20,1,27.98,-95.56,1.63,60,,S,64455,26.85,26.84,26.73,34.59,35.6,35.79,NA,NA,NA,7.6,7.5,7.3,60.45,59.49,50.6,LUTJANU,CAMPEC,55,0.91,-54,1.125,10/21/1994,10,21,TRUE,0,0,63.59999847,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4038,3787,1994,64455,54.9,10/21/1994 0:00,20,1,27.98,-95.56,1.63,60,,S,64455,26.85,26.84,26.73,34.59,35.6,35.79,NA,NA,NA,7.6,7.5,7.3,60.45,59.49,50.6,LUTJANU,CAMPEC,55,0.91,-54,1.125,10/21/1994,10,21,TRUE,0,0,63.59999847,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4039,3787,1994,64455,54.9,10/21/1994 0:00,20,1,27.98,-95.56,1.63,60,,S,64455,26.85,26.84,26.73,34.59,35.6,35.79,NA,NA,NA,7.6,7.5,7.3,60.45,59.49,50.6,LUTJANU,CAMPEC,55,0.91,-54,1.125,10/21/1994,10,21,TRUE,0,0,63.59999847,NA,NA,NA,NA,NA,TRUE,0,1.832363951
4040,3788,1994,64457,32.9,10/21/1994 0:00,19,1,28.29,-95.51,1.63,27,,S,64457,26.45,26.51,25.9,33.89,34.31,26.81,0.21,NA,NA,7.1,7.9,7.9,41.1,56.92,59.93,LUTJANU,CAMPEC,119,4.4,-34,0.75,10/21/1994,10,21,TRUE,0,2.320146844,0,18,80,NA,0,0,TRUE,0,1.832363951
4041,3789,1994,64459,18.3,10/21/1994 0:00,19,1,28.58,-95.61,1.63,36,,S,64459,24.82,24.4,24.47,27.38,28.7,29.06,2.47,NA,NA,9.3,8.6,7.9,34.47,43.84,43.47,,,NA,0,-18,0.75,10/21/1994,10,21,TRUE,0,0,0,0,78,NA,0,21,TRUE,0,1.832363951
4042,3790,1994,64461,34.7,10/21/1994 0:00,19,1,28.37,-95.21,1.63,60,,S,64461,26.43,26.36,26.44,33.05,35.52,34.15,0.2,NA,NA,8.1,8,7.8,56.85,53.35,48.59,LUTJANU,CAMPEC,193,3.21,-34,0.625,10/21/1994,10,21,TRUE,0,0,99.5,0,96,NA,0,2,TRUE,0,1.832363951
4043,3790,1994,64461,34.7,10/21/1994 0:00,19,1,28.37,-95.21,1.63,60,,S,64461,26.43,26.36,26.44,33.05,35.52,34.15,0.2,NA,NA,8.1,8,7.8,56.85,53.35,48.59,LUTJANU,CAMPEC,193,3.21,-34,0.625,10/21/1994,10,21,TRUE,0,0,99.5,0,96,NA,0,2,TRUE,0,1.832363951
4044,3790,1994,64461,34.7,10/21/1994 0:00,19,1,28.37,-95.21,1.63,60,,S,64461,26.43,26.36,26.44,33.05,35.52,34.15,0.2,NA,NA,8.1,8,7.8,56.85,53.35,48.59,LUTJANU,CAMPEC,193,3.21,-34,0.625,10/21/1994,10,21,TRUE,0,0,99.5,0,96,NA,0,2,TRUE,0,1.832363951
4045,3790,1994,64461,34.7,10/21/1994 0:00,19,1,28.37,-95.21,1.63,60,,S,64461,26.43,26.36,26.44,33.05,35.52,34.15,0.2,NA,NA,8.1,8,7.8,56.85,53.35,48.59,LUTJANU,CAMPEC,193,3.21,-34,0.625,10/21/1994,10,21,TRUE,0,0,99.5,0,96,NA,0,2,TRUE,0,1.832363951
4046,3791,1994,64462,36.6,10/21/1994 0:00,19,1,28.32,-95.26,1.63,31,,S,64462,26.57,26.72,26.56,33.57,34.27,34.47,0.21,NA,NA,7.7,7.9,7.6,57.27,58.28,42.19,LUTJANU,CAMPEC,99,3.19,-36,0.25,10/21/1994,10,21,TRUE,0,0,97.30000305,3,80,NA,0,15,TRUE,0,1.832363951
4047,3792,1994,64463,25.6,10/21/1994 0:00,19,1,28.43,-95.64,1.63,48,,S,64463,25.55,26.14,26.49,30.15,33.13,33.99,0.26,NA,NA,8.3,7.8,7.6,55.3,57,50.79,LUTJANU,CAMPEC,17,0.35,-26,0,10/21/1994,10,21,TRUE,0,0,0,0,63,NA,0,35,TRUE,0,1.832363951
4048,3792,1994,64463,25.6,10/21/1994 0:00,19,1,28.43,-95.64,1.63,48,,S,64463,25.55,26.14,26.49,30.15,33.13,33.99,0.26,NA,NA,8.3,7.8,7.6,55.3,57,50.79,LUTJANU,CAMPEC,17,0.35,-26,0,10/21/1994,10,21,TRUE,0,0,0,0,63,NA,0,35,TRUE,0,1.832363951
4049,3792,1994,64463,25.6,10/21/1994 0:00,19,1,28.43,-95.64,1.63,48,,S,64463,25.55,26.14,26.49,30.15,33.13,33.99,0.26,NA,NA,8.3,7.8,7.6,55.3,57,50.79,LUTJANU,CAMPEC,17,0.35,-26,0,10/21/1994,10,21,TRUE,0,0,0,0,63,NA,0,35,TRUE,0,1.832363951
4050,3792,1994,64463,25.6,10/21/1994 0:00,19,1,28.43,-95.64,1.63,48,,S,64463,25.55,26.14,26.49,30.15,33.13,33.99,0.26,NA,NA,8.3,7.8,7.6,55.3,57,50.79,LUTJANU,CAMPEC,17,0.35,-26,0,10/21/1994,10,21,TRUE,0,0,0,0,63,NA,0,35,TRUE,0,1.832363951
4051,3793,1994,64464,21.9,10/21/1994 0:00,19,1,28.46,-95.77,1.63,34,,S,64464,24.45,24.81,25.89,27.14,28.9,32.51,1.87,NA,NA,9.1,8.6,7.4,35.61,55.44,34.13,,,NA,0,-21,0.625,10/21/1994,10,21,TRUE,1,7.786480613,0,0,74,NA,0,25,TRUE,0,1.832363951
4052,3794,1994,64465,16.5,10/22/1994 0:00,19,1,28.64,-95.54,1.63,14,,S,64465,25.42,24.34,24.26,24.88,28.08,28.52,1.89,NA,NA,10.5,8.4,7.8,36.47,37.21,38.17,LUTJANU,CAMPEC,3,0.21,-16,0.875,10/22/1994,10,22,TRUE,0,0,58.70000076,0,0,NA,0,99,TRUE,0,1.832363951
4053,3795,1994,64466,21.9,10/22/1994 0:00,19,1,28.66,-95.34,1.63,39,,S,64466,25.18,24.93,25.96,28.83,29.91,32.97,7.35,NA,NA,9,7.7,6.9,50.47,56.36,42.66,LUTJANU,CAMPEC,133,3.41,-21,0.5,10/22/1994,10,22,TRUE,0,0.645947315,10,0,57,NA,0,42,TRUE,0,1.832363951
4054,3796,1994,64467,32.9,10/22/1994 0:00,19,1,28.5,-95,1.63,24,,S,64467,26.45,26.38,26.84,33.35,33.61,35.52,0.3,NA,NA,8,7.7,7.6,58.43,57.96,49.68,LUTJANU,CAMPEC,86,3.58,-34,0.375,10/22/1994,10,22,TRUE,0,0,98.80000305,1,77,NA,0,21,TRUE,0,1.832363951
4055,3796,1994,64467,32.9,10/22/1994 0:00,19,1,28.5,-95,1.63,24,,S,64467,26.45,26.38,26.84,33.35,33.61,35.52,0.3,NA,NA,8,7.7,7.6,58.43,57.96,49.68,LUTJANU,CAMPEC,86,3.58,-34,0.375,10/22/1994,10,22,TRUE,0,0,98.80000305,1,77,NA,0,21,TRUE,0,1.832363951
4056,3796,1994,64467,32.9,10/22/1994 0:00,19,1,28.5,-95,1.63,24,,S,64467,26.45,26.38,26.84,33.35,33.61,35.52,0.3,NA,NA,8,7.7,7.6,58.43,57.96,49.68,LUTJANU,CAMPEC,86,3.58,-34,0.375,10/22/1994,10,22,TRUE,0,0,98.80000305,1,77,NA,0,21,TRUE,0,1.832363951
4057,3796,1994,64467,32.9,10/22/1994 0:00,19,1,28.5,-95,1.63,24,,S,64467,26.45,26.38,26.84,33.35,33.61,35.52,0.3,NA,NA,8,7.7,7.6,58.43,57.96,49.68,LUTJANU,CAMPEC,86,3.58,-34,0.375,10/22/1994,10,22,TRUE,0,0,98.80000305,1,77,NA,0,21,TRUE,0,1.832363951
4058,3797,1994,64468,31.1,10/22/1994 0:00,18,1,28.55,-94.98,1.63,60,,S,64468,26.33,26.29,26.79,33.25,33.54,35.3,0.37,NA,NA,7.7,7.5,7.4,58.25,54.34,40.73,LUTJANU,CAMPEC,222,3.7,-32,0.625,10/22/1994,10,22,TRUE,0,0,85,0,70,NA,0,28,TRUE,0,1.832363951
4059,3797,1994,64468,31.1,10/22/1994 0:00,18,1,28.55,-94.98,1.63,60,,S,64468,26.33,26.29,26.79,33.25,33.54,35.3,0.37,NA,NA,7.7,7.5,7.4,58.25,54.34,40.73,LUTJANU,CAMPEC,222,3.7,-32,0.625,10/22/1994,10,22,TRUE,0,0,85,0,70,NA,0,28,TRUE,0,1.832363951
4060,3797,1994,64468,31.1,10/22/1994 0:00,18,1,28.55,-94.98,1.63,60,,S,64468,26.33,26.29,26.79,33.25,33.54,35.3,0.37,NA,NA,7.7,7.5,7.4,58.25,54.34,40.73,LUTJANU,CAMPEC,222,3.7,-32,0.625,10/22/1994,10,22,TRUE,0,0,85,0,70,NA,0,28,TRUE,0,1.832363951
4061,3797,1994,64468,31.1,10/22/1994 0:00,18,1,28.55,-94.98,1.63,60,,S,64468,26.33,26.29,26.79,33.25,33.54,35.3,0.37,NA,NA,7.7,7.5,7.4,58.25,54.34,40.73,LUTJANU,CAMPEC,222,3.7,-32,0.625,10/22/1994,10,22,TRUE,0,0,85,0,70,NA,0,28,TRUE,0,1.832363951
4062,3798,1994,64469,27.4,10/22/1994 0:00,19,1,28.64,-95.06,1.63,37,,S,64469,25.91,26.41,26.19,30.22,33.07,33.26,0.37,NA,NA,8.1,7.9,7.2,55.25,57.34,49.92,LUTJANU,CAMPEC,165,4.45,-28,0.25,10/22/1994,10,22,TRUE,0,0,71.30000305,0,66,NA,0,32,TRUE,0,1.832363951
4063,3799,1994,64470,23.8,10/22/1994 0:00,19,1,28.71,-95.05,1.63,29,,S,64470,25.92,26.2,26.23,29.96,32.88,33.08,0.26,NA,NA,8.3,7.7,7.5,53.57,54.58,48.59,LUTJANU,CAMPEC,255,8.79,-24,0.375,10/22/1994,10,22,TRUE,0,0,84.5,0,60,NA,0,38,TRUE,0,1.832363951
4064,3799,1994,64470,23.8,10/22/1994 0:00,19,1,28.71,-95.05,1.63,29,,S,64470,25.92,26.2,26.23,29.96,32.88,33.08,0.26,NA,NA,8.3,7.7,7.5,53.57,54.58,48.59,LUTJANU,CAMPEC,255,8.79,-24,0.375,10/22/1994,10,22,TRUE,0,0,84.5,0,60,NA,0,38,TRUE,0,1.832363951
4065,3799,1994,64470,23.8,10/22/1994 0:00,19,1,28.71,-95.05,1.63,29,,S,64470,25.92,26.2,26.23,29.96,32.88,33.08,0.26,NA,NA,8.3,7.7,7.5,53.57,54.58,48.59,LUTJANU,CAMPEC,255,8.79,-24,0.375,10/22/1994,10,22,TRUE,0,0,84.5,0,60,NA,0,38,TRUE,0,1.832363951
4066,3799,1994,64470,23.8,10/22/1994 0:00,19,1,28.71,-95.05,1.63,29,,S,64470,25.92,26.2,26.23,29.96,32.88,33.08,0.26,NA,NA,8.3,7.7,7.5,53.57,54.58,48.59,LUTJANU,CAMPEC,255,8.79,-24,0.375,10/22/1994,10,22,TRUE,0,0,84.5,0,60,NA,0,38,TRUE,0,1.832363951
4067,3800,1994,64471,25.6,10/22/1994 0:00,19,1,28.66,-95.13,1.63,36,,S,64471,26.18,26.06,26.48,29.82,32.99,33.81,0.8,NA,NA,8.7,7.8,7.7,53.62,56.82,48.05,LUTJANU,CAMPEC,241,6.69,-26,0.375,10/22/1994,10,22,TRUE,0,0,61.90000153,0,67,NA,0,32,TRUE,0,1.832363951
4068,3801,1994,64472,16.5,10/22/1994 0:00,19,1,28.73,-95.31,1.63,10,,S,64472,25.68,24.9,25,22.32,28.9,29.57,8.47,NA,NA,11.3,8.4,8.1,26.37,48.18,42.98,LUTJANU,CAMPEC,31,3.1,-17,1.25,10/22/1994,10,22,TRUE,0,2.343314844,2,2,0,NA,0,98,TRUE,0,1.832363951
4069,3802,1994,64474,11,10/22/1994 0:00,19,1,29,-95.16,1.63,11,,S,64474,25.51,25.51,24.1,24.87,24.88,25.37,1.25,NA,NA,9,9.8,9.8,47.39,47.34,22.94,,,NA,0,-11,1,10/22/1994,10,22,TRUE,0,0,NA,0,99,NA,0,0,TRUE,0,1.832363951
4070,3803,1994,64475,18.3,10/22/1994 0:00,18,1,28.83,-94.92,1.63,48,,S,64475,25.69,25.19,26.15,29.46,31.8,32.71,0.87,NA,NA,8.1,7.7,7.5,55.84,53.05,55.03,LUTJANU,CAMPEC,300,6.25,-18,0.5,10/22/1994,10,22,TRUE,0,0,89.40000153,0,69,NA,0,29,TRUE,0,1.832363951
4071,3804,1994,64476,14.6,10/23/1994 0:00,18,1,29.16,-94.79,1.63,30,,S,64476,25.22,23.92,24.25,18.39,26.51,28.31,6.32,NA,NA,10.5,8,6.9,36.35,45.12,13.33,,,NA,0,-15,0.5,10/23/1994,10,23,TRUE,0,0,96.5,0,92,NA,0,6,TRUE,0,1.832363951
4072,3805,1994,64477,29.3,10/23/1994 0:00,18,1,28.7,-94.23,1.63,40,,S,64477,26.2,26.2,26.77,33.01,33.37,35.38,0.29,NA,NA,8.2,8,6.8,59.68,57.12,42.01,LUTJANU,CAMPEC,43,1.07,-29,0.875,10/23/1994,10,23,TRUE,0,0,100,0,70,NA,0,28,TRUE,0,1.832363951
4073,3805,1994,64477,29.3,10/23/1994 0:00,18,1,28.7,-94.23,1.63,40,,S,64477,26.2,26.2,26.77,33.01,33.37,35.38,0.29,NA,NA,8.2,8,6.8,59.68,57.12,42.01,LUTJANU,CAMPEC,43,1.07,-29,0.875,10/23/1994,10,23,TRUE,0,0,100,0,70,NA,0,28,TRUE,0,1.832363951
4074,3805,1994,64477,29.3,10/23/1994 0:00,18,1,28.7,-94.23,1.63,40,,S,64477,26.2,26.2,26.77,33.01,33.37,35.38,0.29,NA,NA,8.2,8,6.8,59.68,57.12,42.01,LUTJANU,CAMPEC,43,1.07,-29,0.875,10/23/1994,10,23,TRUE,0,0,100,0,70,NA,0,28,TRUE,0,1.832363951
4075,3805,1994,64477,29.3,10/23/1994 0:00,18,1,28.7,-94.23,1.63,40,,S,64477,26.2,26.2,26.77,33.01,33.37,35.38,0.29,NA,NA,8.2,8,6.8,59.68,57.12,42.01,LUTJANU,CAMPEC,43,1.07,-29,0.875,10/23/1994,10,23,TRUE,0,0,100,0,70,NA,0,28,TRUE,0,1.832363951
4076,3806,1994,64479,32.4,10/23/1994 0:00,18,2,28.61,-94.34,1.63,17,,S,64479,26.42,26.63,26.87,33.07,34.47,35.43,0.18,NA,NA,7.6,7.6,7.8,58.07,58.3,43.81,LUTJANU,CAMPEC,6,0.35,-32,0.375,10/23/1994,10,23,TRUE,0,0,100,1,51,NA,0,46,TRUE,0,1.832363951
4077,3806,1994,64479,32.4,10/23/1994 0:00,18,2,28.61,-94.34,1.63,17,,S,64479,26.42,26.63,26.87,33.07,34.47,35.43,0.18,NA,NA,7.6,7.6,7.8,58.07,58.3,43.81,LUTJANU,CAMPEC,6,0.35,-32,0.375,10/23/1994,10,23,TRUE,0,0,100,1,51,NA,0,46,TRUE,0,1.832363951
4078,3806,1994,64479,32.4,10/23/1994 0:00,18,2,28.61,-94.34,1.63,17,,S,64479,26.42,26.63,26.87,33.07,34.47,35.43,0.18,NA,NA,7.6,7.6,7.8,58.07,58.3,43.81,LUTJANU,CAMPEC,6,0.35,-32,0.375,10/23/1994,10,23,TRUE,0,0,100,1,51,NA,0,46,TRUE,0,1.832363951
4079,3806,1994,64479,32.4,10/23/1994 0:00,18,2,28.61,-94.34,1.63,17,,S,64479,26.42,26.63,26.87,33.07,34.47,35.43,0.18,NA,NA,7.6,7.6,7.8,58.07,58.3,43.81,LUTJANU,CAMPEC,6,0.35,-32,0.375,10/23/1994,10,23,TRUE,0,0,100,1,51,NA,0,46,TRUE,0,1.832363951
4080,3807,1994,64481,45.7,10/23/1994 0:00,18,1,28.26,-94.75,1.63,60,,S,64481,26.85,26.96,25.16,34.53,35.69,36.15,0.22,NA,NA,7.7,7.8,6.5,56.9,58.5,44.26,LUTJANU,CAMPEC,29,0.48,-47,0.75,10/23/1994,10,23,TRUE,0,0,0,65,21,NA,0,13,TRUE,0,1.832363951
4081,3807,1994,64481,45.7,10/23/1994 0:00,18,1,28.26,-94.75,1.63,60,,S,64481,26.85,26.96,25.16,34.53,35.69,36.15,0.22,NA,NA,7.7,7.8,6.5,56.9,58.5,44.26,LUTJANU,CAMPEC,29,0.48,-47,0.75,10/23/1994,10,23,TRUE,0,0,0,65,21,NA,0,13,TRUE,0,1.832363951
4082,3807,1994,64481,45.7,10/23/1994 0:00,18,1,28.26,-94.75,1.63,60,,S,64481,26.85,26.96,25.16,34.53,35.69,36.15,0.22,NA,NA,7.7,7.8,6.5,56.9,58.5,44.26,LUTJANU,CAMPEC,29,0.48,-47,0.75,10/23/1994,10,23,TRUE,0,0,0,65,21,NA,0,13,TRUE,0,1.832363951
4083,3807,1994,64481,45.7,10/23/1994 0:00,18,1,28.26,-94.75,1.63,60,,S,64481,26.85,26.96,25.16,34.53,35.69,36.15,0.22,NA,NA,7.7,7.8,6.5,56.9,58.5,44.26,LUTJANU,CAMPEC,29,0.48,-47,0.75,10/23/1994,10,23,TRUE,0,0,0,65,21,NA,0,13,TRUE,0,1.832363951
4084,3808,1994,64484,54.9,10/23/1994 0:00,18,1,28.09,-94.91,1.63,33,,S,64484,27.19,26.82,21.96,35.35,36.06,36.28,NA,NA,NA,7.8,7.9,6.2,59.58,60.84,49.6,LUTJANU,CAMPEC,2,0.06,-57,2.25,10/23/1994,10,23,TRUE,0,2.798194398,99.80000305,1,71,NA,0,27,TRUE,0,1.832363951
4085,3809,1994,64485,64,10/23/1994 0:00,18,1,28.06,-94.9,1.63,10,,E,64485,27.09,27.01,22.51,35.2,36.15,36.27,0.17,NA,NA,7.8,7.9,6,58.5,59.93,49.04,LUTJANU,CAMPEC,3,0.3,-66,2.375,10/23/1994,10,23,TRUE,0,0,99.80000305,0,72,NA,0,26,TRUE,0,1.832363951
4086,3809,1994,64485,64,10/23/1994 0:00,18,1,28.06,-94.9,1.63,10,,E,64485,27.09,27.01,22.51,35.2,36.15,36.27,0.17,NA,NA,7.8,7.9,6,58.5,59.93,49.04,LUTJANU,CAMPEC,3,0.3,-66,2.375,10/23/1994,10,23,TRUE,0,0,99.80000305,0,72,NA,0,26,TRUE,0,1.832363951
4087,3809,1994,64485,64,10/23/1994 0:00,18,1,28.06,-94.9,1.63,10,,E,64485,27.09,27.01,22.51,35.2,36.15,36.27,0.17,NA,NA,7.8,7.9,6,58.5,59.93,49.04,LUTJANU,CAMPEC,3,0.3,-66,2.375,10/23/1994,10,23,TRUE,0,0,99.80000305,0,72,NA,0,26,TRUE,0,1.832363951
4088,3809,1994,64485,64,10/23/1994 0:00,18,1,28.06,-94.9,1.63,10,,E,64485,27.09,27.01,22.51,35.2,36.15,36.27,0.17,NA,NA,7.8,7.9,6,58.5,59.93,49.04,LUTJANU,CAMPEC,3,0.3,-66,2.375,10/23/1994,10,23,TRUE,0,0,99.80000305,0,72,NA,0,26,TRUE,0,1.832363951
4089,3810,1994,64487,91.4,10/23/1994 0:00,18,1,27.95,-94.88,1.63,45,,S,64487,27.09,22.99,19.6,35.25,36.13,36.43,0.15,NA,NA,7.1,7.3,5.2,60.47,58.43,52.93,LUTJANU,CAMPEC,1,0.02,-94,1.875,10/23/1994,10,23,TRUE,0,0,100,0,73,NA,0,25,TRUE,0,1.832363951
4090,3811,1994,64488,82.3,10/24/1994 0:00,18,1,27.97,-94.48,1.63,10,M ,S,64488,26.91,26.98,20.89,35.72,36.21,36.44,0.07,NA,NA,7.5,7.8,5.9,60.69,61.21,52.54,,,NA,0,-91,8.875,10/24/1994,10,24,TRUE,0,3.956208268,50,50,34,NA,0,16,TRUE,0,1.832363951
4091,3812,1994,64490,73.2,10/24/1994 0:00,18,1,27.99,-94.44,1.63,10,SH,P,64490,26.92,26.96,18.96,35.61,36.19,36.51,0.38,NA,NA,7.8,7.8,4.9,61.48,60.99,52.09,,,NA,0,-85,5.125,10/24/1994,10,24,TRUE,0,0,50.90000153,50,33,NA,0,16,TRUE,0,1.832363951
4092,3813,1994,64492,82.3,10/24/1994 0:00,17,1,28.01,-93.81,1.63,49,,S,64492,27.15,23.9,18.94,35.88,36.34,36.47,0.1,NA,NA,7.9,8.7,4.9,53.1,44.18,38.59,,,NA,0,-82,2.75,10/24/1994,10,24,TRUE,0,0,18.70000076,0,47,NA,0,52,TRUE,0,1.832363951
4093,3814,1994,64495,82.3,10/24/1994 0:00,18,1,27.98,-94.45,1.63,13,,S,64495,27.17,26.86,20.67,35.24,36.06,36.58,0.16,NA,NA,7.7,7.8,6.1,50.69,52.12,49.26,,,NA,0,-90,4.625,10/24/1994,10,24,TRUE,0,3.037196509,50.59999847,50,33,NA,0,16,TRUE,0,1.832363951
4094,3815,1994,64496,91.4,10/24/1994 0:00,18,1,27.97,-94.44,1.63,52,M ,S,64496,27.17,22.03,17.09,35.49,36.3,36.34,0.14,NA,NA,7.7,8.2,4.8,59.66,60.89,51.23,LUTJANU,CAMPEC,2,0.03,-94,2.125,10/24/1994,10,24,TRUE,0,1.943805765,50.20000076,50,33,NA,0,16,TRUE,0,1.832363951
4095,3816,1994,64497,64,10/24/1994 0:00,18,1,28.05,-94.37,1.63,60,,S,64497,26.94,26.8,22.39,34.99,35.96,36.31,0.14,NA,NA,7.9,7.6,6.2,59.88,59.98,37.09,LUTJANU,CAMPEC,24,0.4,-68,2.25,10/24/1994,10,24,TRUE,0,3.058652198,53,51,31,NA,0,17,TRUE,0,1.832363951
4096,3817,1994,64499,64,10/25/1994 0:00,17,1,28.23,-93.77,1.63,60,,S,64499,26.43,26.8,22.02,33.72,36.3,36.31,0.11,NA,NA,7.6,7.8,5.3,59.98,60.42,34.03,,,NA,0,-64,1.125,10/25/1994,10,25,TRUE,0,0,99.90000153,17,0,NA,0,81,TRUE,0,1.832363951
4097,3818,1994,64503,73.2,10/25/1994 0:00,18,1,28.04,-94.1,1.63,60,,S,64503,27.23,27.06,20.23,36.19,36.24,36.48,0.06,NA,NA,7.8,7.9,6.1,61.65,61.11,44.21,LUTJANU,CAMPEC,7,0.11,-72,0.375,10/25/1994,10,25,TRUE,0,0,28.70000076,0,44,NA,0,54,TRUE,0,1.832363951
4098,3818,1994,64503,73.2,10/25/1994 0:00,18,1,28.04,-94.1,1.63,60,,S,64503,27.23,27.06,20.23,36.19,36.24,36.48,0.06,NA,NA,7.8,7.9,6.1,61.65,61.11,44.21,LUTJANU,CAMPEC,7,0.11,-72,0.375,10/25/1994,10,25,TRUE,0,0,28.70000076,0,44,NA,0,54,TRUE,0,1.832363951
